filename,source,split,image_path,mask_path,wound_percentage,brightness_mean,brightness_std,contrast_rms,mask_area_pixels,mask_edge_density,is_empty,is_outlier,outlier_reason,review_status
fusc_0020.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0020.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0020.png,0.7515,69.51,71.8,71.8,1970,0.0,False,False,,
fusc_0029.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0029.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0029.png,3.5099,91.48,65.48,65.48,9201,0.0,False,False,,
fusc_0032.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0032.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0032.png,0.8541,68.64,65.95,65.95,2239,0.0,False,False,,
fusc_0033.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0033.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0033.png,0.7172,129.35,88.46,88.46,1880,0.0,False,False,,
fusc_0034.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0034.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0034.png,1.2867,79.66,77.06,77.06,3373,0.0,False,False,,
fusc_0036.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0036.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0036.png,1.3084,88.54,70.79,70.79,3430,0.0,False,False,,
fusc_0039.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0039.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0039.png,0.5302,107.0,83.32,83.32,1390,0.0,False,False,,
fusc_0041.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0041.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0041.png,0.2285,106.27,82.13,82.13,599,0.0,False,False,,
fusc_0043.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0043.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0043.png,0.2781,130.81,88.22,88.22,729,0.0,False,False,,
fusc_0044.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0044.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0044.png,0.3529,109.1,81.48,81.48,925,0.0,False,False,,
fusc_0045.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0045.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0045.png,2.7668,104.76,92.16,92.16,7253,0.0,False,False,,
fusc_0048.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0048.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0048.png,0.5802,89.9,79.15,79.15,1521,0.0,False,False,,
fusc_0051.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0051.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0051.png,0.6798,116.18,89.53,89.53,1782,0.0,False,False,,
fusc_0057.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0057.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0057.png,0.2743,94.03,75.63,75.63,719,0.0,False,False,,
fusc_0059.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0059.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0059.png,0.6977,94.9,82.9,82.9,1829,0.0,False,False,,
fusc_0060.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0060.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0060.png,0.1675,100.98,84.23,84.23,439,0.0,False,False,,
fusc_0061.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0061.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0061.png,0.9071,90.91,70.69,70.69,2378,0.0,False,False,,
fusc_0062.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0062.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0062.png,0.4265,79.26,82.47,82.47,1118,0.0,False,False,,
fusc_0063.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0063.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0063.png,0.3098,78.25,77.09,77.09,812,0.0,False,False,,
fusc_0064.png,fusc,test,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0064.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0064.png,0.8259,104.53,77.95,77.95,2165,0.0,False,False,,
fusc_0072.png,fusc,test,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0072.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0072.png,0.9396,93.98,70.96,70.96,2463,0.0,False,False,,
fusc_0076.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0076.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0076.png,1.088,103.89,78.71,78.71,2852,0.0,False,False,,
fusc_0077.png,fusc,test,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0077.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0077.png,0.6817,103.61,80.88,80.88,1787,0.0,False,False,,
fusc_0078.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0078.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0078.png,0.7835,84.39,78.77,78.77,2054,0.0,False,False,,
fusc_0080.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0080.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0080.png,1.8547,77.44,81.41,81.41,4862,0.0,False,False,,
fusc_0081.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0081.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0081.png,0.6229,111.48,82.5,82.5,1633,0.0,False,False,,
fusc_0083.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0083.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0083.png,0.2209,77.07,79.42,79.42,579,0.0,False,False,,
fusc_0088.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0088.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0088.png,2.3827,98.37,74.87,74.87,6246,0.0,False,False,,
fusc_0089.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0089.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0089.png,0.983,107.33,85.99,85.99,2577,0.0,False,False,,
fusc_0094.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0094.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0094.png,0.2232,107.78,87.25,87.25,585,0.0,False,False,,
fusc_0096.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0096.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0096.png,0.2262,102.87,79.42,79.42,593,0.0,False,False,,
fusc_0098.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0098.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0098.png,1.9302,99.78,83.92,83.92,5060,0.0,False,False,,
fusc_0104.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0104.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0104.png,2.2854,93.21,72.41,72.41,5991,0.0,False,False,,
fusc_0106.png,fusc,test,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0106.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0106.png,0.7618,90.39,72.19,72.19,1997,0.0,False,False,,
fusc_0108.png,fusc,test,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0108.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0108.png,1.5617,99.19,72.37,72.37,4094,0.0,False,False,,
fusc_0109.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0109.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0109.png,0.4349,92.73,82.61,82.61,1140,0.0,False,False,,
fusc_0114.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0114.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0114.png,0.6794,92.31,64.51,64.51,1781,0.0,False,False,,
fusc_0115.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0115.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0115.png,0.5932,74.35,64.98,64.98,1555,0.0,False,False,,
fusc_0116.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0116.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0116.png,0.7591,70.31,67.94,67.94,1990,0.0,False,False,,
fusc_0117.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0117.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0117.png,2.43,97.99,80.92,80.92,6370,0.0,False,False,,
fusc_0118.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0118.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0118.png,0.6165,101.17,79.9,79.9,1616,0.0,False,False,,
fusc_0119.png,fusc,test,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0119.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0119.png,0.5043,84.27,77.64,77.64,1322,0.0,False,False,,
fusc_0123.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0123.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0123.png,1.6094,91.99,66.92,66.92,4219,0.0,False,False,,
fusc_0124.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0124.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0124.png,0.7538,105.93,84.68,84.68,1976,0.0,False,False,,
fusc_0126.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0126.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0126.png,0.3674,103.28,76.17,76.17,963,0.0,False,False,,
fusc_0127.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0127.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0127.png,0.3616,97.97,75.28,75.28,948,0.0,False,False,,
fusc_0133.png,fusc,test,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0133.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0133.png,1.1784,100.7,89.39,89.39,3089,0.0,False,False,,
fusc_0137.png,fusc,test,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0137.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0137.png,0.2716,105.28,73.52,73.52,712,0.0,False,False,,
fusc_0138.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0138.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0138.png,6.6086,108.89,81.13,81.13,17324,0.0,False,False,,
fusc_0140.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0140.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0140.png,0.8919,99.52,77.07,77.07,2338,0.0,False,False,,
fusc_0141.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0141.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0141.png,0.2934,105.65,78.18,78.18,769,0.0,False,False,,
fusc_0143.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0143.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0143.png,0.1373,64.26,64.73,64.73,360,0.0,False,False,,
fusc_0145.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0145.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0145.png,0.359,103.84,85.67,85.67,941,0.0,False,False,,
fusc_0148.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0148.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0148.png,0.2346,87.87,87.02,87.02,615,0.0,False,False,,
fusc_0149.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0149.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0149.png,0.4803,100.22,81.34,81.34,1259,0.0,False,False,,
fusc_0150.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0150.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0150.png,0.7004,95.03,84.48,84.48,1836,0.0,False,False,,
fusc_0151.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0151.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0151.png,2.4315,98.37,74.87,74.87,6374,0.0,False,False,,
fusc_0153.png,fusc,test,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0153.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0153.png,0.1598,105.06,81.96,81.96,419,0.0,False,False,,
fusc_0154.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0154.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0154.png,0.2575,115.49,85.16,85.16,675,0.0,False,False,,
fusc_0158.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0158.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0158.png,0.4524,121.76,77.13,77.13,1186,0.0,False,False,,
fusc_0159.png,fusc,test,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0159.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0159.png,2.3918,69.5,70.49,70.49,6270,0.0,False,False,,
fusc_0162.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0162.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0162.png,0.1896,68.41,67.3,67.3,497,0.0,False,False,,
fusc_0163.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0163.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0163.png,0.8247,95.25,76.03,76.03,2162,0.0,False,False,,
fusc_0164.png,fusc,test,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0164.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0164.png,0.602,91.39,81.44,81.44,1578,0.0,False,False,,
fusc_0165.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0165.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0165.png,0.3563,102.78,70.57,70.57,934,0.0,False,False,,
fusc_0167.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0167.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0167.png,1.6823,78.47,72.85,72.85,4410,0.0,False,False,,
fusc_0169.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0169.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0169.png,0.1007,98.78,78.79,78.79,264,0.0,False,False,,
fusc_0170.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0170.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0170.png,0.2335,88.31,66.78,66.78,612,0.0,False,False,,
fusc_0173.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0173.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0173.png,1.2363,88.59,77.54,77.54,3241,0.0,False,False,,
fusc_0174.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0174.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0174.png,0.5112,89.49,84.89,84.89,1340,0.0,False,False,,
fusc_0175.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0175.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0175.png,2.4704,119.25,82.12,82.12,6476,0.0,False,False,,
fusc_0180.png,fusc,train,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_images\fusc_0180.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\data_wound_seg\train_masks\fusc_0180.png,1.5179,90.49,63.2,63.2,3979,0.0,False,False,,
